site.name,sample.name,series,year,campaign,julian.day,sampling.date,sample.type,lat,long,sample.type.year
NA,L331,L,2016,2,218,2016-08-05,Lake,51.18164,-63.92405,Lake
NA,L332,L,2016,2,224,2016-08-11,Lake,51.18935,-63.90314,Lake
NA,L333,L,2016,2,224,2016-08-11,Lake,51.18164,-63.89855,Lake
NA,L334,L,2016,2,224,2016-08-11,Lake,51.19883,-63.90014,Lake
NA,L335.1,L,2016,2,225,2016-08-12,Lake,50.58389,-63.46034,Lake
NA,L335.2,L,2016,2,225,2016-08-12,Lake,50.46998,-63.58385,Lake
NA,L336.1,L,2016,2,225,2016-08-12,Lake,50.56269,-63.31368,Lake
NA,L336.2,L,2016,2,225,2016-08-12,Lake,50.51064,-63.41678,Lake
NA,L337,L,2016,2,229,2016-08-16,Lake,50.98176,-63.22106,Lake
NA,L338,L,2016,2,229,2016-08-16,Lake,50.64779,-63.34495,Lake
NA,M17,ES,2016,2,227,2016-08-14,Marine,50.28684,-63.84786,Marine
NA,M18,ES,2016,2,227,2016-08-14,Marine,50.28551,-63.85236,Marine
NA,M19,ES,2016,2,227,2016-08-14,Marine,50.26292,-63.85185,Marine
NA,M20,ES,2016,2,227,2016-08-14,Marine,50.2596,-63.84907,Marine
NA,M21,ES,2016,2,227,2016-08-14,Marine,50.17935,-63.83169,Marine
PR-02B,PR33,PR,2016,2,217,2016-08-04,Stream,51.36618,-63.87583,Stream
PR-02B,PR33.1,PR,2016,2,217,2016-08-04,Stream,51.36618,-63.87583,Stream
PR-02B,PR33.2,PR,2016,2,217,2016-08-04,Stream,51.36618,-63.87583,Stream
PR-01A,PR34,PR,2016,2,217,2016-08-04,Stream,51.36654,-63.87719,Stream
PR-01A,PR34.1,PR,2016,2,217,2016-08-04,Stream,51.36654,-63.87719,Stream
PR-01A,PR34.2,PR,2016,2,217,2016-08-04,Stream,51.36654,-63.87719,Stream
PR-01A,PR34.3,PR,2016,2,217,2016-08-04,Stream,51.36654,-63.87719,Stream
PR-04A,PR35,PR,2016,2,218,2016-08-05,Stream,51.21284,-63.92261,Stream
PR-04A,PR35.1,PR,2016,2,218,2016-08-05,Stream,51.21284,-63.92261,Stream
PR-04A,PR35.2,PR,2016,2,218,2016-08-05,Stream,51.21284,-63.92261,Stream
PR-03B,PR36,PR,2016,2,218,2016-08-05,Stream,51.2095,-63.92092,Stream
PR-03B,PR36.1,PR,2016,2,218,2016-08-05,Stream,51.2095,-63.92092,Stream
PR-03B,PR36.2,PR,2016,2,218,2016-08-05,Stream,51.2095,-63.92092,Stream
PR-06B,PR37,PR,2016,2,220,2016-08-07,Stream,51.20212,-63.9233,Stream
PR-06B,PR37.1,PR,2016,2,220,2016-08-07,Stream,51.20212,-63.9233,Stream
PR-06B,PR37.2,PR,2016,2,220,2016-08-07,Stream,51.20212,-63.9233,Stream
PR-05A,PR38,PR,2016,2,220,2016-08-07,Stream,51.20287,-63.92476,Stream
PR-05A,PR38.1,PR,2016,2,220,2016-08-07,Stream,51.20287,-63.92476,Stream
PR-05A,PR38.2,PR,2016,2,220,2016-08-07,Stream,51.20287,-63.92476,Stream
PR-07S,PR39,PR,2016,2,220,2016-08-07,Stream,51.18631,-63.93174,Stream
PR-07S,PR39.1,PR,2016,2,220,2016-08-07,Stream,51.18631,-63.93174,Stream
PR-07S,PR39.2,PR,2016,2,220,2016-08-07,Stream,51.18631,-63.93174,Stream
PR-10B,PR40,PR,2016,2,222,2016-08-09,Stream,51.303572,-63.869197,Stream
PR-10B,PR40.1,PR,2016,2,222,2016-08-09,Stream,51.303572,-63.869197,Stream
PR-10B,PR40.2,PR,2016,2,222,2016-08-09,Stream,51.303572,-63.869197,Stream
PR-09A,PR41,PR,2016,2,222,2016-08-09,Stream,51.30254,-63.87091,Stream
PR-09A,PR41.1,PR,2016,2,222,2016-08-09,Stream,51.30254,-63.87091,Stream
PR-09A,PR41.2,PR,2016,2,222,2016-08-09,Stream,51.30254,-63.87091,Stream
PR-11A,PR42,PR,2016,2,223,2016-08-10,Stream,51.30536,-63.8649,Stream
PR-11A,PR42.1,PR,2016,2,223,2016-08-10,Stream,51.30536,-63.8649,Stream
PR-11A,PR42.2,PR,2016,2,223,2016-08-10,Stream,51.30536,-63.8649,Stream
PR-11A,PR42.3,PR,2016,2,223,2016-08-10,Stream,51.30536,-63.8649,Stream
PR-12B,PR43,PR,2016,2,223,2016-08-10,Stream,51.30408,-63.85194,Stream
PR-12B,PR43.1,PR,2016,2,223,2016-08-10,Stream,51.30408,-63.85194,Stream
PR-12B,PR43.2,PR,2016,2,223,2016-08-10,Stream,51.30408,-63.85194,Stream
PR-12B,PR43.3,PR,2016,2,223,2016-08-10,Stream,51.30408,-63.85194,Stream
NA,SW33,NA,2016,2,217,2016-08-04,Soilwater,51.36618,-63.87583,Soilwater
NA,SW34,NA,2016,2,217,2016-08-04,Soilwater,51.36654,-63.87719,Soilwater
NA,SW35,NA,2016,2,218,2016-08-05,Soilwater,51.21284,-63.92261,Soilwater
NA,SW36,NA,2016,2,218,2016-08-05,Soilwater,51.2095,-63.92092,Soilwater
NA,SW37,NA,2016,2,220,2016-08-07,Soilwater,51.20212,-63.9233,Soilwater
NA,SW39,NA,2016,2,220,2016-08-07,Soilwater,51.18631,-63.93174,Soilwater
NA,SW40,NA,2016,2,222,2016-08-09,Soilwater,51.303572,-63.869197,Soilwater
NA,SW42,NA,2016,2,223,2016-08-10,Soilwater,51.30536,-63.8649,Soilwater
NA,SW43,NA,2016,2,223,2016-08-10,Soilwater,51.30408,-63.85194,Soilwater
NA,T49_C2,TR,2016,2,228,2016-08-15,Tributary,50.42857,-63.21352,Tributary
NA,T50,TR,2016,3,281,2016-10-07,Tributary,50.42867,-63.21339,Tributary
NA,T51,TR,2016,3,282,2016-10-08,Tributary,50.31005,-63.66122,Tributary
